,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
44195,Manhattan,40.756029999999996,-73.99511,Private room,430,1,4,287
44196,Manhattan,40.75663,-73.99563,Private room,159,1,1,292
44197,Manhattan,40.7572,-73.99481999999999,Private room,390,1,21,299
44198,Manhattan,40.757020000000004,-73.99382,Private room,410,1,1,294
44199,Manhattan,40.74942,-73.99468,Entire home/apt,265,3,5,164
44200,Brooklyn,40.69338,-73.96751,Entire home/apt,150,7,3,0
44201,Manhattan,40.81622,-73.94275999999999,Private room,38,30,0,247
44202,Brooklyn,40.693020000000004,-73.93285,Entire home/apt,101,1,1,167
44203,Brooklyn,40.63981,-73.96534,Entire home/apt,120,90,0,49
44204,Brooklyn,40.66072,-73.95772,Entire home/apt,150,2,2,0
44205,Manhattan,40.7689,-73.98993,Entire home/apt,225,3,8,49
44206,Queens,40.75308,-73.89419000000001,Shared room,55,2,0,270
44207,Queens,40.747640000000004,-73.9482,Entire home/apt,199,2,7,170
44208,Manhattan,40.71655,-73.99224,Entire home/apt,200,1,5,11
44209,Manhattan,40.80383,-73.96724,Private room,59,3,4,5
44210,Manhattan,40.83298,-73.93874,Private room,75,2,4,0
44211,Queens,40.75078,-73.87949,Shared room,28,1,4,354
44212,Manhattan,40.7272,-73.98993,Private room,73,30,0,364
44213,Manhattan,40.70756,-74.01229000000001,Entire home/apt,210,2,3,302
44214,Manhattan,40.76229,-73.99994000000001,Private room,199,30,0,140
44215,Manhattan,40.7786,-73.95028,Entire home/apt,120,6,2,9
44216,Manhattan,40.70845,-74.00471999999999,Entire home/apt,164,29,0,327
44217,Brooklyn,40.64383,-74.02051,Private room,45,4,0,179
44218,Brooklyn,40.71996,-73.9414,Private room,78,2,2,5
44219,Manhattan,40.76654,-73.95825,Private room,38,30,0,39
44220,Manhattan,40.791,-73.94807,Private room,38,30,1,44
44221,Manhattan,40.7056,-74.0119,Entire home/apt,256,2,4,293
44222,Manhattan,40.706590000000006,-74.01105,Entire home/apt,468,2,0,255
44223,Manhattan,40.70632,-74.01073000000001,Entire home/apt,229,2,3,348
44224,Manhattan,40.73499,-73.98875,Entire home/apt,1000,3,7,286
44225,Brooklyn,40.61642,-74.02396999999999,Entire home/apt,89,3,4,21
44226,Brooklyn,40.6725,-73.93079,Entire home/apt,150,3,11,142
44227,Manhattan,40.73195,-74.00626,Entire home/apt,500,2,3,82
44228,Queens,40.707370000000004,-73.91138000000001,Entire home/apt,74,1,16,351
44229,Manhattan,40.707359999999994,-74.0125,Entire home/apt,217,2,4,272
44230,Manhattan,40.70755,-74.01116,Entire home/apt,203,2,7,328
44231,Brooklyn,40.709920000000004,-73.94969,Entire home/apt,305,2,14,296
44232,Brooklyn,40.690129999999996,-73.91176999999999,Private room,65,1,1,88
44233,Manhattan,40.77132,-73.94829,Entire home/apt,127,5,4,192
44234,Brooklyn,40.67114,-73.94921,Entire home/apt,99,3,1,1
44235,Manhattan,40.77348,-73.94601,Private room,37,30,1,76
44236,Queens,40.66714,-73.77664,Private room,50,1,5,364
44237,Brooklyn,40.66907,-73.99221,Entire home/apt,195,2,6,330
44238,Brooklyn,40.656290000000006,-73.95177,Private room,36,120,0,365
44239,Manhattan,40.71703,-73.99538000000001,Private room,120,2,8,34
44240,Manhattan,40.77167,-73.95529,Private room,120,1,2,311
44241,Manhattan,40.76676,-73.99146,Entire home/apt,499,3,3,1
44242,Manhattan,40.80084,-73.94514000000001,Shared room,35,1,9,358
44243,Queens,40.74152,-73.90314000000001,Private room,67,30,1,1
44244,Brooklyn,40.618590000000005,-74.03644,Private room,60,28,0,263
44245,Manhattan,40.7631,-73.98963,Private room,75,2,15,33
44246,Manhattan,40.727540000000005,-73.99025,Private room,63,30,1,18
44247,Manhattan,40.76413,-73.97691,Entire home/apt,189,2,10,36
44248,Brooklyn,40.690259999999995,-73.90689,Private room,80,4,0,158
44249,Queens,40.74123,-73.90151999999999,Private room,59,30,0,247
44250,Brooklyn,40.7071,-73.94634,Private room,65,5,1,35
44251,Queens,40.74165,-73.90155,Private room,59,30,1,260
44252,Manhattan,40.802440000000004,-73.96592,Shared room,50,1,1,363
44253,Queens,40.75139,-73.81328,Private room,55,1,3,75
44254,Brooklyn,40.709270000000004,-73.96149,Entire home/apt,650,2,0,157
44255,Manhattan,40.71691,-74.00511,Entire home/apt,267,30,0,283
44256,Manhattan,40.74269,-73.99911,Entire home/apt,316,30,0,323
44257,Manhattan,40.7066,-74.00872,Entire home/apt,229,30,0,333
44258,Manhattan,40.705859999999994,-74.00904,Entire home/apt,262,30,0,325
44259,Brooklyn,40.68603,-73.91399,Private room,63,12,2,130
44260,Manhattan,40.74607,-73.98371999999999,Private room,95,2,10,0
44261,Bronx,40.83197,-73.9212,Private room,45,1,4,318
44262,Brooklyn,40.710409999999996,-73.96327,Private room,58,30,0,341
44263,Brooklyn,40.710370000000005,-73.96316999999999,Private room,58,30,0,338
44264,Brooklyn,40.70944,-73.96472,Private room,58,30,0,342
44265,Manhattan,40.83248,-73.94176999999999,Private room,50,3,1,14
44266,Brooklyn,40.708870000000005,-73.96249,Private room,58,30,0,333
44267,Brooklyn,40.709540000000004,-73.96284,Private room,58,30,0,308
44268,Brooklyn,40.71327,-73.96155,Private room,100,1,0,66
44269,Brooklyn,40.70044,-73.9243,Private room,63,1,7,22
44270,Queens,40.75023,-73.87772,Shared room,27,1,4,355
44271,Brooklyn,40.69699,-73.9936,Private room,125,3,9,252
44272,Manhattan,40.70776,-74.01239,Entire home/apt,470,2,3,237
44273,Manhattan,40.739959999999996,-73.98971999999999,Entire home/apt,225,4,0,365
44274,Manhattan,40.707440000000005,-74.01048,Entire home/apt,229,2,2,331
44275,Manhattan,40.70711,-74.01044,Entire home/apt,470,2,4,242
44276,Manhattan,40.70713,-74.01248000000001,Entire home/apt,228,2,1,353
44277,Manhattan,40.74411,-73.98209,Entire home/apt,239,3,5,319
44278,Brooklyn,40.69072,-73.91891,Private room,40,30,0,189
44279,Manhattan,40.71803,-73.99835,Private room,59,30,0,35
44280,Manhattan,40.79325,-73.93386,Entire home/apt,150,1,2,178
44281,Brooklyn,40.70247,-73.92671,Entire home/apt,99,1,32,77
44282,Manhattan,40.7667,-73.98829,Private room,99,1,0,365
44283,Manhattan,40.74781,-73.99436,Entire home/apt,380,3,1,296
44284,Brooklyn,40.631170000000004,-73.88688,Entire home/apt,125,1,0,360
44285,Brooklyn,40.69215,-73.94051,Private room,50,1,1,51
44286,Manhattan,40.84237,-73.93914000000001,Entire home/apt,300,5,6,252
44287,Brooklyn,40.67935,-73.93715,Entire home/apt,100,1,5,0
44288,Brooklyn,40.72468,-73.94041999999999,Entire home/apt,200,2,1,0
44289,Manhattan,40.7465,-73.9981,Entire home/apt,320,15,2,299
44290,Brooklyn,40.697179999999996,-73.91165,Private room,52,1,7,0
44291,Manhattan,40.7443,-73.97519,Entire home/apt,304,1,9,127
44292,Manhattan,40.76368,-73.98881,Entire home/apt,239,2,6,335
44293,Brooklyn,40.70395,-73.92585,Private room,65,4,3,75
44294,Manhattan,40.72555,-73.98499,Entire home/apt,300,4,1,0
44295,Manhattan,40.81864,-73.94108,Private room,60,4,6,212
44296,Queens,40.74807,-73.9028,Entire home/apt,79,30,0,333
44297,Staten Island,40.58802,-74.08855,Private room,50,2,4,80
44298,Manhattan,40.78893,-73.97591,Entire home/apt,350,20,0,33
44299,Manhattan,40.7421,-73.97404,Entire home/apt,539,1,13,233
44300,Manhattan,40.74301,-73.9937,Entire home/apt,249,1,8,131
44301,Manhattan,40.78563,-73.95396,Entire home/apt,250,4,2,297
44302,Manhattan,40.78198,-73.97570999999999,Entire home/apt,249,1,13,29
44303,Queens,40.76021,-73.88301,Private room,49,1,3,207
44304,Manhattan,40.74511,-73.97407,Entire home/apt,499,1,1,216
44305,Bronx,40.87699,-73.85365999999999,Entire home/apt,87,2,5,298
44306,Manhattan,40.715379999999996,-73.99004000000001,Entire home/apt,250,1,1,92
44307,Manhattan,40.71456,-73.98986,Entire home/apt,250,1,1,58
44308,Queens,40.74654,-73.90776,Private room,60,30,0,215
44309,Queens,40.742979999999996,-73.90581999999999,Private room,50,2,4,266
44310,Manhattan,40.784729999999996,-73.94884,Entire home/apt,350,4,2,191
44311,Manhattan,40.71633,-74.00520999999999,Entire home/apt,426,30,0,321
44312,Queens,40.742490000000004,-73.90603,Private room,50,2,10,257
44313,Brooklyn,40.70313,-73.93836999999999,Entire home/apt,101,2,4,75
44314,Manhattan,40.86473,-73.92641,Private room,60,1,9,352
44315,Queens,40.68201,-73.83023,Private room,100,2,0,160
44316,Manhattan,40.72786,-74.00158,Entire home/apt,250,2,8,310
44317,Manhattan,40.72729,-73.97618,Private room,250,1,2,178
44318,Manhattan,40.76085,-73.99221999999999,Entire home/apt,168,3,2,4
44319,Manhattan,40.812490000000004,-73.94175,Private room,90,4,0,365
44320,Manhattan,40.7191,-73.99671,Entire home/apt,150,30,0,312
44321,Manhattan,40.81312,-73.94215,Private room,70,5,0,364
44322,Manhattan,40.75923,-73.98669,Entire home/apt,222,29,0,221
44323,Brooklyn,40.70043,-73.92266,Entire home/apt,70,30,0,0
44324,Manhattan,40.766909999999996,-73.98719,Private room,200,2,0,0
44325,Brooklyn,40.678779999999996,-73.9172,Private room,48,1,22,236
44326,Manhattan,40.761179999999996,-73.98635,Entire home/apt,699,29,0,365
44327,Manhattan,40.76802,-73.99298,Entire home/apt,249,5,2,364
44328,Manhattan,40.73855,-74.00125,Entire home/apt,577,2,2,273
44329,Manhattan,40.86594,-73.92487,Private room,46,1,7,143
44330,Brooklyn,40.67018,-73.98751999999999,Private room,50,2,2,102
44331,Queens,40.744440000000004,-73.896,Private room,125,1,0,90
44332,Queens,40.66794,-73.78483,Private room,39,1,15,0
44333,Bronx,40.85595,-73.88519000000001,Private room,27,30,0,68
44334,Manhattan,40.746179999999995,-73.9963,Entire home/apt,380,25,0,353
44335,Brooklyn,40.68268,-73.93055,Private room,75,1,12,60
44336,Manhattan,40.74375,-73.97372,Entire home/apt,499,1,10,194
44337,Manhattan,40.74798,-73.987,Entire home/apt,299,2,0,0
44338,Brooklyn,40.67558,-73.9231,Private room,65,2,3,126
44339,Brooklyn,40.71808,-73.95839000000001,Private room,200,2,0,69
44340,Manhattan,40.761520000000004,-73.98586999999999,Entire home/apt,157,29,0,340
44341,Manhattan,40.76417,-73.99334,Private room,145,1,6,287
44342,Manhattan,40.72495,-73.97679000000001,Entire home/apt,240,4,0,83
44343,Manhattan,40.78422,-73.97754,Entire home/apt,299,1,5,61
44344,Manhattan,40.82261,-73.95544,Private room,53,3,1,74
44345,Manhattan,40.75942,-73.98727,Entire home/apt,699,29,0,332
44346,Manhattan,40.7063,-74.01254,Entire home/apt,247,2,4,232
44347,Manhattan,40.7436,-73.9768,Entire home/apt,311,1,12,220
44348,Queens,40.74625,-73.90311,Entire home/apt,99,30,1,333
44349,Manhattan,40.76915,-73.95515,Private room,60,14,3,29
44350,Manhattan,40.74624,-73.9725,Entire home/apt,299,1,8,93
44351,Queens,40.66144,-73.85762,Entire home/apt,250,1,1,346
44352,Manhattan,40.72169,-73.99642,Entire home/apt,150,30,11,40
44353,Manhattan,40.75338,-73.99821999999999,Entire home/apt,370,12,0,320
44354,Manhattan,40.75526,-73.9945,Entire home/apt,195,1,9,267
44355,Brooklyn,40.7134,-73.96306,Private room,85,4,3,6
44356,Brooklyn,40.68111,-73.94683,Private room,93,1,2,23
44357,Manhattan,40.74948,-73.99506,Private room,199,1,0,189
44358,Brooklyn,40.6918,-73.94308000000001,Private room,45,2,0,3
44359,Brooklyn,40.69751,-73.93581999999999,Private room,120,1,16,57
44360,Queens,40.74823,-73.90352,Entire home/apt,189,2,10,62
44361,Manhattan,40.75029,-73.99492,Private room,129,1,3,358
44362,Manhattan,40.70578,-74.00769,Entire home/apt,280,2,11,182
44363,Manhattan,40.76514,-73.96176,Private room,38,30,1,43
44364,Brooklyn,40.72336,-73.94651999999999,Entire home/apt,150,7,1,0
44365,Manhattan,40.78967,-73.94199,Entire home/apt,145,2,7,0
44366,Brooklyn,40.65188,-73.95649,Entire home/apt,95,1,2,362
44367,Brooklyn,40.67648,-73.93881,Private room,33,30,0,45
44368,Brooklyn,40.6914,-73.9294,Private room,65,1,4,12
44369,Brooklyn,40.716029999999996,-73.96417,Entire home/apt,220,3,4,44
44370,Manhattan,40.77435,-73.98761,Entire home/apt,139,20,0,18
44371,Brooklyn,40.64902,-73.94795,Entire home/apt,125,1,0,33
44372,Manhattan,40.79097,-73.96885,Entire home/apt,500,4,2,256
44373,Manhattan,40.74285,-73.99595,Entire home/apt,277,29,0,365
44374,Manhattan,40.765209999999996,-73.98986,Entire home/apt,180,3,1,17
44375,Manhattan,40.7601,-73.98675,Entire home/apt,699,29,0,333
44376,Manhattan,40.74455,-73.97162,Entire home/apt,162,29,0,341
44377,Manhattan,40.708,-74.01485,Private room,52,25,0,99
44378,Manhattan,40.716609999999996,-73.99275,Entire home/apt,176,30,1,339
44379,Manhattan,40.74485,-73.97388000000001,Entire home/apt,500,1,5,62
44380,Brooklyn,40.68092,-73.97823000000001,Private room,68,14,0,4
44381,Manhattan,40.76166,-73.99691,Entire home/apt,182,29,0,302
44382,Brooklyn,40.57589,-73.96636,Entire home/apt,86,1,10,20
44383,Queens,40.70666,-73.90779,Private room,30,21,0,73
44384,Manhattan,40.7639,-73.96432,Entire home/apt,150,29,0,220
44385,Manhattan,40.76061,-73.9967,Entire home/apt,189,29,0,334
44386,Brooklyn,40.70998,-73.94694,Private room,155,3,1,365
44387,Manhattan,40.74889,-73.99656,Private room,199,1,2,352
44388,Manhattan,40.7484,-73.97544,Entire home/apt,200,29,0,342
44389,Brooklyn,40.70847,-73.96837,Entire home/apt,270,3,1,0
44390,Manhattan,40.75022,-73.99632,Private room,199,1,0,365
44391,Manhattan,40.749520000000004,-73.99671,Private room,199,1,0,365
44392,Manhattan,40.75059,-73.9967,Private room,199,1,2,365
44393,Manhattan,40.749140000000004,-73.99471,Private room,199,1,0,365
44394,Manhattan,40.75093,-73.99523,Private room,199,1,1,363
44395,Manhattan,40.74975,-73.9961,Private room,129,1,0,359
44396,Manhattan,40.75074,-73.9967,Private room,149,1,0,359
44397,Manhattan,40.7494,-73.99519000000001,Private room,149,1,0,359
44398,Manhattan,40.70709,-74.01241,Entire home/apt,257,2,0,355
44399,Manhattan,40.7618,-73.9979,Entire home/apt,185,29,0,332
44400,Manhattan,40.75055,-73.99481999999999,Private room,149,1,0,351
44401,Manhattan,40.74942,-73.99535999999999,Private room,149,1,0,359
44402,Manhattan,40.74899,-73.99605,Private room,159,1,0,359
44403,Manhattan,40.74882,-73.99663000000001,Private room,159,1,0,359
44404,Manhattan,40.750640000000004,-73.99625999999999,Private room,219,1,4,356
44405,Manhattan,40.74913,-73.99513,Private room,159,1,0,360
44406,Manhattan,40.75095,-73.99628,Private room,219,1,0,365
44407,Brooklyn,40.637809999999995,-73.96531,Entire home/apt,275,2,10,298
44408,Queens,40.75575,-73.93037,Entire home/apt,113,2,4,0
44409,Queens,40.74628,-73.9243,Private room,50,7,0,35
44410,Manhattan,40.77052,-73.96683,Entire home/apt,249,5,6,116
44411,Manhattan,40.762409999999996,-73.99606,Entire home/apt,182,29,0,319
44412,Manhattan,40.744609999999994,-73.97349,Entire home/apt,190,29,0,261
44413,Brooklyn,40.71547,-73.94074,Entire home/apt,595,2,4,322
44414,Brooklyn,40.62065,-74.02929,Private room,68,5,2,55
44415,Queens,40.737629999999996,-73.89533,Private room,50,1,10,218
44416,Manhattan,40.816720000000004,-73.94745999999999,Private room,135,3,5,224
44417,Manhattan,40.721379999999996,-73.98543000000001,Entire home/apt,120,7,3,284
44418,Brooklyn,40.70058,-73.91123,Private room,65,2,8,19
44419,Manhattan,40.76218,-73.99646,Entire home/apt,189,29,0,333
44420,Brooklyn,40.698609999999995,-73.91999,Entire home/apt,90,4,2,34
44421,Manhattan,40.76182,-73.99600000000001,Entire home/apt,187,29,0,331
44422,Manhattan,40.74787,-73.97457,Entire home/apt,202,29,0,355
44423,Queens,40.74627,-73.92027,Private room,43,30,0,216
44424,Manhattan,40.74883,-73.9752,Entire home/apt,200,29,0,365
44425,Manhattan,40.744209999999995,-73.97221,Entire home/apt,190,29,0,345
44426,Manhattan,40.76198,-73.99644,Entire home/apt,184,29,0,334
44427,Manhattan,40.76229,-73.99628,Entire home/apt,187,29,0,335
44428,Brooklyn,40.681779999999996,-73.90313,Private room,60,1,6,52
44429,Queens,40.75593,-73.91275999999999,Private room,2000,365,0,0
44430,Manhattan,40.76089,-73.9862,Entire home/apt,215,29,0,342
44431,Manhattan,40.74695,-73.97615,Entire home/apt,200,29,0,339
44432,Brooklyn,40.68569,-73.94465,Private room,50,2,2,8
44433,Brooklyn,40.67978,-73.96231,Entire home/apt,335,2,1,365
44434,Queens,40.706109999999995,-73.91521,Private room,50,30,0,36
44435,Brooklyn,40.68463,-73.92996,Private room,89,1,25,160
44436,Queens,40.76089,-73.8142,Private room,70,1,7,326
44437,Manhattan,40.74605,-73.98634,Shared room,65,3,1,353
44438,Manhattan,40.75548,-73.99513,Entire home/apt,225,3,11,152
44439,Brooklyn,40.62638,-74.01836999999999,Shared room,18,9,1,0
44440,Brooklyn,40.62703,-74.01952,Shared room,22,5,0,0
44441,Queens,40.76683,-73.91435,Entire home/apt,199,1,12,283
44442,Bronx,40.86209,-73.84666999999999,Shared room,20,1,0,5
44443,Manhattan,40.74693,-73.97582,Entire home/apt,204,29,0,326
44444,Brooklyn,40.68757,-73.90961,Private room,70,1,9,262
44445,Manhattan,40.777120000000004,-73.95164,Entire home/apt,155,2,8,0
44446,Brooklyn,40.6455,-74.01262,Entire home/apt,95,1,9,106
44447,Queens,40.73857,-73.92563,Private room,72,1,4,25
44448,Bronx,40.81835,-73.91465,Private room,65,3,0,0
44449,Brooklyn,40.650929999999995,-73.93269000000001,Private room,75,3,2,245
44450,Brooklyn,40.64298,-73.93945,Private room,40,2,7,0
44451,Manhattan,40.78161,-73.94852,Entire home/apt,450,1,5,164
44452,Manhattan,40.77932,-73.94547,Entire home/apt,150,3,4,315
44453,Queens,40.75073,-73.82052,Private room,75,1,0,365
44454,Manhattan,40.74673,-73.98191,Entire home/apt,300,1,4,235
44455,Manhattan,40.81548,-73.94556,Private room,135,3,6,247
44456,Manhattan,40.81693,-73.94561999999999,Private room,135,5,1,320
44457,Manhattan,40.71333,-73.99419,Entire home/apt,300,2,5,231
44458,Queens,40.774190000000004,-73.91113,Private room,30,2,5,11
44459,Brooklyn,40.679590000000005,-73.88302,Entire home/apt,100,2,11,179
44460,Manhattan,40.79527,-73.96666,Private room,48,5,1,0
44461,Brooklyn,40.61985,-74.00205,Private room,40,5,4,0
44462,Manhattan,40.71734,-74.00858000000001,Entire home/apt,750,7,0,22
44463,Brooklyn,40.674279999999996,-73.97559,Entire home/apt,150,3,4,130
44464,Brooklyn,40.70197,-73.94131,Shared room,50,3,0,16
44465,Brooklyn,40.7153,-73.95333000000001,Entire home/apt,109,45,0,62
44466,Queens,40.68908,-73.83326,Private room,56,1,12,179
44467,Queens,40.74973,-73.94015,Entire home/apt,199,2,6,316
44468,Manhattan,40.72325,-73.98776,Entire home/apt,120,3,4,0
44469,Queens,40.74966,-73.75328,Private room,80,1,0,289
44470,Brooklyn,40.64032,-73.99493000000001,Entire home/apt,95,18,2,38
44471,Manhattan,40.803779999999996,-73.96619,Private room,50,14,1,15
44472,Manhattan,40.85015,-73.93863,Private room,70,1,11,97
44473,Manhattan,40.7676,-73.98609,Private room,110,5,3,331
44474,Manhattan,40.74021,-74.00414,Entire home/apt,259,1,10,32
44475,Manhattan,40.7432,-73.97703,Entire home/apt,190,1,4,144
44476,Queens,40.60412,-73.75163,Private room,875,2,0,365
44477,Brooklyn,40.709920000000004,-73.94698000000001,Private room,100,1,4,365
44478,Brooklyn,40.73339,-73.95271,Entire home/apt,200,1,2,229
44479,Brooklyn,40.67882,-73.96266999999999,Private room,100,2,0,21
44480,Brooklyn,40.67266,-73.92423000000001,Entire home/apt,80,10,0,258
44481,Manhattan,40.76273,-73.99192,Entire home/apt,249,1,9,88
44482,Brooklyn,40.71289,-73.96603,Entire home/apt,300,2,3,25
44483,Staten Island,40.581109999999995,-74.15933000000001,Entire home/apt,150,2,0,0
44484,Manhattan,40.83515,-73.94178000000001,Entire home/apt,128,3,9,236
44485,Brooklyn,40.64359,-73.94821,Private room,120,2,3,180
44486,Manhattan,40.74475,-74.00108,Entire home/apt,134,7,3,13
44487,Manhattan,40.76515,-73.98586,Entire home/apt,389,1,1,0
44488,Brooklyn,40.662420000000004,-73.90128,Private room,38,2,0,176
44489,Manhattan,40.8125,-73.95305,Private room,70,1,3,71
44490,Manhattan,40.74895,-73.99651999999999,Entire home/apt,380,14,3,321
44491,Brooklyn,40.68977,-73.95482,Private room,75,1,14,0
44492,Staten Island,40.57568,-74.09522,Entire home/apt,115,2,2,231
44493,Manhattan,40.74553,-73.97699,Entire home/apt,239,1,8,140
44494,Brooklyn,40.71456,-73.94326,Entire home/apt,140,1,9,200
44495,Manhattan,40.735209999999995,-74.00528,Entire home/apt,180,2,4,22
44496,Manhattan,40.80249,-73.96729,Private room,45,3,3,2
44497,Staten Island,40.57801,-74.10869,Private room,29,21,0,281
44498,Bronx,40.82654,-73.90516,Private room,27,2,7,60
44499,Bronx,40.83149,-73.92766,Entire home/apt,70,40,0,0
44500,Queens,40.69526,-73.90263,Entire home/apt,210,7,2,142
44501,Manhattan,40.72249,-73.99758,Entire home/apt,499,4,5,194
44502,Manhattan,40.755140000000004,-73.96773,Private room,109,60,0,327
44503,Manhattan,40.75843,-73.97053000000001,Private room,129,7,9,128
44504,Manhattan,40.800779999999996,-73.94335,Shared room,60,1,5,90
44505,Manhattan,40.771159999999995,-73.94774,Entire home/apt,299,4,9,170
44506,Brooklyn,40.67797,-73.91818,Entire home/apt,150,3,2,14
